"Tipo de información","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles"
"Fecha","SF17908","SF18561","SF329","SF17886","SF17887","SF17888","SF17889","SF17890","SF17891","SF17892","SF17893","SF17894","SF17895","SF17896","SF17897","SF17898","SF17899","SF17900","SF17901","SF17902","SF17903","SF345500"
01/04/1996,7.4617,7.4663,7.4713,7.4276,7.4478,7.4253,7.4453,7.4393,7.4541,7.4368,7.4568,7.4342,7.4542,7.4428,7.4700,7.4458,7.4658,7.4425,7.4625,7.4518,7.4791,N/E
01/05/1996,7.4326,7.4338,7.4345,7.4017,7.4213,7.4021,7.4221,7.4154,7.4273,7.4092,7.4288,7.4069,7.4265,7.4170,7.4368,7.4167,7.4363,7.4140,7.4340,7.4245,7.4448,N/E
01/06/1996,7.5604,7.5523,7.5425,7.5260,7.5455,7.5279,7.5479,7.5412,7.5536,7.5325,7.5520,7.5347,7.5547,7.5405,7.5713,7.5392,7.5587,7.5415,7.5615,7.5472,7.5781,N/E
01/07/1996,7.6206,7.6203,7.6229,7.5902,7.6102,7.5879,7.6079,7.6044,7.6140,7.5982,7.6182,7.5916,7.6116,7.6059,7.6259,7.6055,7.6255,7.5989,7.6189,7.6133,7.6331,N/E
01/08/1996,7.5115,7.5118,7.5141,7.4875,7.5029,7.4863,7.5018,7.4960,7.5085,7.4942,7.5097,7.4909,7.5063,7.4986,7.5193,7.5010,7.5165,7.4976,7.5131,7.5053,7.5260,N/E
01/09/1996,7.5440,7.5456,7.5447,7.5243,7.5342,7.5267,7.5367,7.5287,7.5397,7.5307,7.5457,7.5284,7.5384,7.5290,7.5485,7.5374,7.5474,7.5350,7.5450,7.5361,7.5556,N/E
01/10/1996,7.7263,7.7047,7.6851,7.6980,7.7093,7.7037,7.7145,7.7029,7.7278,7.7047,7.7156,7.7127,7.7236,7.7023,7.7511,7.7116,7.7225,7.7196,7.7305,7.7093,7.7580,N/E
01/11/1996,7.9060,7.9138,7.9189,7.8820,7.8930,7.8842,7.8942,7.8838,7.9018,7.8905,7.9015,7.8788,7.8938,7.8868,7.9125,7.8989,7.9099,7.8920,7.9020,7.8951,7.9208,N/E
01/12/1996,7.8720,7.8752,7.8767,7.8531,7.8636,7.8497,7.8597,7.8556,7.8663,7.8611,7.8713,7.8570,7.8670,7.8585,7.8775,7.8685,7.8788,7.8644,7.8744,7.8659,7.8843,N/E
01/01/1997,7.8271,7.8292,7.8299,7.8061,7.8153,7.8082,7.8182,7.8120,7.8226,7.8128,7.8228,7.8117,7.8213,7.8144,7.8318,7.8191,7.8291,7.8175,7.8275,7.8207,7.8381,N/E
01/02/1997,7.8003,7.7923,7.7926,7.7852,7.7957,7.7820,7.7920,7.7895,7.7980,7.7897,7.8003,7.7931,7.8031,7.7874,7.8130,7.7951,7.8056,7.7985,7.8085,7.7928,7.8184,N/E
01/03/1997,7.9647,7.9671,7.9628,7.9471,7.9582,7.9425,7.9530,7.9482,7.9637,7.9533,7.9644,7.9428,7.9534,7.9440,7.9749,7.9597,7.9708,7.9492,7.9597,7.9488,7.9813,N/E
01/04/1997,7.9074,7.9065,7.9037,7.8886,7.8986,7.8881,7.8981,7.8938,7.9038,7.8939,7.9039,7.8927,7.9027,7.8942,7.9157,7.8997,7.9097,7.8985,7.9085,7.8996,7.9215,N/E
01/05/1997,7.9006,7.9024,7.9057,7.8815,7.8913,7.8817,7.8917,7.8871,7.8968,7.8871,7.8971,7.8858,7.8958,7.8872,7.9062,7.8915,7.9015,7.8902,7.9002,7.8916,7.9111,N/E
01/06/1997,7.9502,7.9486,7.9465,7.9344,7.9444,7.9318,7.9418,7.9384,7.9483,7.9389,7.9489,7.9347,7.9447,7.9375,7.9562,7.9435,7.9535,7.9393,7.9493,7.9420,7.9613,N/E
01/07/1997,7.8733,7.8776,7.8857,7.8541,7.8641,7.8548,7.8648,7.8595,7.8717,7.8589,7.8685,7.8566,7.8665,7.8543,7.8849,7.8638,7.8738,7.8614,7.8714,7.8592,7.8882,N/E
01/08/1997,7.7828,7.7847,7.7843,7.7660,7.7760,7.7665,7.7765,7.7710,7.7811,7.7705,7.7805,7.7720,7.7820,7.7706,7.7936,7.7747,7.7847,7.7762,7.7862,7.7748,7.7979,N/E
01/09/1997,7.7805,7.7812,7.7792,7.7655,7.7755,7.7647,7.7747,7.7704,7.7790,7.7696,7.7817,7.7661,7.7761,7.7682,7.7930,7.7736,7.7836,7.7702,7.7802,7.7721,7.7925,N/E
01/10/1997,7.8603,7.8343,7.8114,7.8529,7.8806,7.8511,7.8701,7.8680,7.9059,7.8563,7.8841,7.8642,7.8828,7.8361,7.9491,7.8598,7.8875,7.8669,7.8882,7.8395,7.9525,N/E
01/11/1997,8.2689,8.2771,8.2837,8.2441,8.2645,8.2530,8.2740,8.2558,8.2858,8.2483,8.2683,8.2588,8.2760,8.2446,8.3026,8.2527,8.2727,8.2640,8.2801,8.2469,8.3072,N/E
01/12/1997,8.1219,8.1288,8.1360,8.1112,8.1148,8.1129,8.1165,8.1090,8.1220,8.1153,8.1189,8.1094,8.1133,8.1054,8.1300,8.1205,8.1241,8.1143,8.1182,8.1104,8.1352,N/E
01/01/1998,8.2177,8.1988,8.1798,8.1972,8.2140,8.2012,8.2183,8.2038,8.2314,8.2058,8.2132,8.2206,8.2290,8.1962,8.2488,8.2099,8.2173,8.2237,8.2331,8.2003,8.2529,N/E
01/02/1998,8.5014,8.4981,8.4932,8.4951,8.5000,8.4936,8.4991,8.4888,8.5097,8.4997,8.5046,8.4894,8.4954,8.4781,8.5178,8.5043,8.5092,8.4940,8.5000,8.4859,8.5223,N/E
01/03/1998,8.5676,8.5679,8.5689,8.5554,8.5599,8.5561,8.5609,8.5542,8.5688,8.5596,8.5641,8.5589,8.5639,8.5477,8.5797,8.5638,8.5683,8.5631,8.5681,8.5519,8.5839,N/E
01/04/1998,8.4965,8.4980,8.4996,8.4857,8.4890,8.4841,8.4886,8.4835,8.4947,8.4906,8.4940,8.4858,8.4891,8.4840,8.5002,8.4959,8.4992,8.4911,8.4944,8.4888,8.5055,N/E
01/05/1998,8.5934,8.5762,8.5612,8.5738,8.5782,8.5802,8.5867,8.5730,8.5955,8.5784,8.5828,8.5941,8.5995,8.5752,8.6096,8.5831,8.5875,8.5986,8.6041,8.5798,8.6141,N/E
01/06/1998,8.9131,8.9055,8.8948,8.8966,8.9026,8.9021,8.9096,8.8945,8.9174,8.9038,8.9069,8.9034,8.9110,8.8855,8.9330,8.9054,8.9111,8.9077,8.9151,8.8897,8.9380,N/E
01/07/1998,8.8960,8.8987,8.9040,8.8827,8.8867,8.8833,8.8889,8.8808,8.8940,8.8871,8.8912,8.8862,8.8908,8.8800,8.9053,8.8915,8.8956,8.8909,8.8952,8.8843,8.9095,N/E
01/08/1998,9.3633,9.3133,9.2596,9.3251,9.3381,9.3415,9.3581,9.3218,9.3848,9.3311,9.3440,9.3494,9.3677,9.3222,9.4115,9.3370,9.3500,9.3588,9.3737,9.3283,9.4176,N/E
01/09/1998,10.2307,10.2196,10.2154,10.1888,10.2086,10.1987,10.2231,10.1819,10.2634,10.2007,10.2205,10.1961,10.2164,10.1547,10.2799,10.2126,10.2321,10.2075,10.2278,10.1661,10.2916,N/E
01/10/1998,10.1536,10.1572,10.1523,10.1301,10.1398,10.1313,10.1452,10.1256,10.1634,10.1394,10.1493,10.1232,10.1362,10.1043,10.1797,10.1635,10.1585,10.1330,10.1459,10.1141,10.1895,N/E
01/11/1998,9.9682,9.9742,9.9874,9.9475,9.9536,9.9429,9.9531,9.9459,9.9625,9.9578,9.9640,9.9503,9.9576,9.9437,9.9768,9.9692,9.9753,9.9612,9.9684,9.9548,9.9870,N/E
01/12/1998,9.9057,9.9104,9.9117,9.8807,9.8884,9.8777,9.8851,9.8792,9.8963,9.8924,9.9000,9.8880,9.8958,9.8760,9.9158,9.9031,9.9105,9.8990,9.9068,9.8871,9.9266,N/E
01/01/1999,10.1351,10.1222,10.1104,10.1186,10.1368,10.1037,10.1210,10.1001,10.1633,10.1291,10.1473,10.1122,10.1272,10.0866,10.1826,10.1402,10.1584,10.1233,10.1378,10.0958,10.1936,N/E
01/02/1999,9.9939,10.0049,10.0150,9.9733,9.9788,9.9715,9.9790,9.9693,9.9876,9.9837,9.9892,9.9720,9.9777,9.9645,10.0026,9.9931,9.9986,9.9820,9.9877,9.9740,10.0125,N/E
01/03/1999,9.7316,9.7500,9.7694,9.7203,9.7254,9.7111,9.7167,9.7110,9.7311,9.7284,9.7337,9.7150,9.7218,9.7086,9.7425,9.7370,9.7418,9.7233,9.7301,9.7168,9.7511,N/E
01/04/1999,9.4185,9.4323,9.4461,9.4036,9.4092,9.4027,9.4090,9.3970,9.4137,9.4099,9.4155,9.4064,9.4131,9.3904,9.4264,9.4162,9.4218,9.4142,9.4207,9.3971,9.4335,N/E
01/05/1999,9.4105,9.3884,9.3623,9.3854,9.3931,9.3917,9.3989,9.3825,9.4113,9.3920,9.3997,9.4062,9.4151,9.3817,9.4436,9.3985,9.4062,9.4127,9.4217,9.3883,9.4501,N/E
01/06/1999,9.5139,9.5251,9.5418,9.5027,9.5105,9.4922,9.4989,9.4853,9.5275,9.5091,9.5169,9.4947,9.5032,9.4790,9.5459,9.5154,9.5233,9.5011,9.5096,9.4853,9.5514,N/E
01/07/1999,9.3657,9.3675,9.3671,9.3532,9.3608,9.3482,9.3535,9.3438,9.3714,9.3592,9.3668,9.3565,9.3631,9.3432,9.3875,9.3656,9.3728,9.3625,9.3691,9.3492,9.3933,N/E
01/08/1999,9.3966,9.3973,9.3981,9.3825,9.3893,9.3776,9.3830,9.3742,9.4006,9.3886,9.3953,9.3797,9.3867,9.3744,9.4092,9.3945,9.4013,9.3856,9.3926,9.3792,9.4139,N/E
01/09/1999,9.3358,9.3376,9.3403,9.3205,9.3260,9.3203,9.3254,9.3199,9.3318,9.3264,9.3319,9.3238,9.3293,9.3201,9.3414,9.3329,9.3384,9.3303,9.3358,9.3266,9.3479,N/E
01/10/1999,9.5667,9.5536,9.5403,9.5517,9.5576,9.5530,9.5583,9.5489,9.5683,9.5575,9.5634,9.5662,9.5726,9.5505,9.5820,9.5634,9.5693,9.5719,9.5783,9.5563,9.5878,N/E
01/11/1999,9.3988,9.4080,9.4205,9.3847,9.3897,9.3854,9.3903,9.3838,9.4014,9.3899,9.3954,9.3881,9.3946,9.3771,9.4134,9.3963,9.4018,9.3945,9.4010,9.3830,9.4160,N/E
01/12/1999,9.4249,9.4219,9.4151,9.4143,9.4219,9.4114,9.4175,9.4106,9.4300,9.4195,9.4271,9.4128,9.4210,9.4067,9.4412,9.4248,9.4325,9.4181,9.4263,9.4119,9.4458,N/E
01/01/2000,9.4878,9.4817,9.4793,9.4744,9.4797,9.4752,9.4802,9.4706,9.4880,9.4787,9.4841,9.4826,9.4894,9.4684,9.5074,9.4821,9.4875,9.4867,9.4940,9.4736,9.5126,N/E
01/02/2000,9.4252,9.4375,9.4456,9.4125,9.4170,9.4130,9.4175,9.4130,9.4232,9.4172,9.4217,9.4140,9.4196,9.4101,9.4337,9.4219,9.4265,9.4188,9.4243,9.4147,9.4384,N/E
01/03/2000,9.2876,9.2913,9.2959,9.2809,9.2854,9.2764,9.2809,9.2752,9.2905,9.2850,9.2895,9.2772,9.2820,9.2694,9.3004,9.2893,9.2938,9.2821,9.2866,9.2737,9.3052,N/E
01/04/2000,9.3903,9.3832,9.3748,9.3826,9.3873,9.3809,9.3862,9.3801,9.3936,9.3889,9.3908,9.3818,9.3883,9.3752,9.4110,9.3987,9.3944,9.3854,9.3919,9.3770,9.4164,N/E
01/05/2000,9.5158,9.5111,9.5081,9.5045,9.5099,9.5049,9.5103,9.5044,9.5186,9.5082,9.5136,9.5107,9.5168,9.5001,9.5323,9.5120,9.5174,9.5144,9.5201,9.5039,9.5360,N/E
01/06/2000,9.8295,9.8153,9.7978,9.8178,9.8242,9.8183,9.8235,9.8118,9.8354,9.8224,9.8288,9.8339,9.8400,9.8018,9.8651,9.8267,9.8334,9.8384,9.8446,9.8064,9.8696,N/E
01/07/2000,9.4212,9.4430,9.4688,9.4139,9.4195,9.4117,9.4173,9.4084,9.4296,9.4174,9.4230,9.4153,9.4208,9.4014,9.4408,9.4204,9.4261,9.4183,9.4238,9.4044,9.4438,N/E
01/08/2000,9.2709,9.2782,9.2846,9.2636,9.2667,9.2564,9.2602,9.2541,9.2713,9.2676,9.2706,9.2654,9.2698,9.2546,9.2822,9.2720,9.2751,9.2702,9.2742,9.2585,9.2908,N/E
01/09/2000,9.3540,9.3423,9.3319,9.3490,9.3522,9.3390,9.3447,9.3383,9.3576,9.3535,9.3569,9.3488,9.3525,9.3351,9.3713,9.3577,9.3610,9.3529,9.3566,9.3393,9.3754,N/E
01/10/2000,9.5314,9.5260,9.5182,9.5194,9.5227,9.5228,9.5259,9.5170,9.5337,9.5236,9.5269,9.5269,9.5305,9.5144,9.5476,9.5281,9.5314,9.5314,9.5350,9.5189,9.5521,N/E
01/11/2000,9.5004,9.5078,9.5179,9.4923,9.4961,9.4870,9.4903,9.4842,9.5006,9.4970,9.5006,9.4912,9.4964,9.4796,9.5140,9.5024,9.5060,9.4966,9.5018,9.4845,9.5194,N/E
01/12/2000,9.4659,9.4551,9.4439,9.4521,9.4559,9.4538,9.4573,9.4496,9.4628,9.4570,9.4607,9.4683,9.4739,9.4501,9.4853,9.4618,9.4656,9.4731,9.4788,9.4550,9.4901,N/E
01/01/2001,9.7766,9.7733,9.7701,9.7622,9.7669,9.7600,9.7640,9.7500,9.7810,9.7676,9.7719,9.7646,9.7704,9.7396,9.8080,9.7726,9.7769,9.7699,9.7757,9.7446,9.8039,N/E
01/02/2001,9.7045,9.7035,9.7027,9.6902,9.6940,9.6927,9.6968,9.6858,9.7059,9.6963,9.7001,9.6961,9.7011,9.6818,9.7240,9.7024,9.7062,9.7021,9.7072,9.6879,9.7301,N/E
01/03/2001,9.6006,9.6108,9.6182,9.5890,9.5923,9.5897,9.5930,9.5852,9.6004,9.5951,9.5984,9.5824,9.5862,9.5723,9.6129,9.6012,9.6045,9.5885,9.5923,9.5783,9.6190,N/E
01/04/2001,9.3268,9.3399,9.3508,9.3166,9.3205,9.3121,9.3163,9.3084,9.3302,9.3228,9.3267,9.3155,9.3211,9.3025,9.3425,9.3287,9.3326,9.3215,9.3270,9.3085,9.3484,N/E
01/05/2001,9.1372,9.1404,9.1467,9.1250,9.1287,9.1234,9.1268,9.1167,9.1380,9.1301,9.1338,9.1301,9.1346,9.1153,9.1532,9.1355,9.1392,9.1355,9.1400,9.1201,9.1586,N/E
01/06/2001,9.0867,9.0921,9.0957,9.0769,9.0805,9.0770,9.0805,9.0724,9.0880,9.0814,9.0849,9.0754,9.0797,9.0652,9.0972,9.0851,9.0886,9.0791,9.0834,9.0684,9.1024,N/E
01/07/2001,9.1618,9.1586,9.1560,9.1477,9.1514,9.1508,9.1546,9.1408,9.1711,9.1519,9.1557,9.1611,9.1661,9.1375,9.1873,9.1561,9.1599,9.1655,9.1702,9.1417,9.1915,N/E
01/08/2001,9.1307,9.1281,9.1272,9.1232,9.1260,9.1235,9.1264,9.1192,9.1332,9.1267,9.1295,9.1267,9.1302,9.1165,9.1427,9.1303,9.1331,9.1298,9.1334,9.1201,9.1457,N/E
01/09/2001,9.4189,9.4034,9.3841,9.4054,9.4112,9.4070,9.4128,9.4015,9.4243,9.4089,9.4148,9.4155,9.4218,9.3970,9.4417,9.4127,9.4185,9.4195,9.4255,9.4007,9.4455,N/E
01/10/2001,9.3450,9.3561,9.3685,9.3341,9.3371,9.3385,9.3418,9.3315,9.3483,9.3381,9.3411,9.3311,9.3359,9.3224,9.3602,9.3421,9.3451,9.3351,9.3399,9.3264,9.3643,N/E
01/11/2001,9.2236,9.2230,9.2223,9.2117,9.2149,9.2139,9.2168,9.2106,9.2240,9.2154,9.2186,9.2158,9.2196,9.2050,9.2336,9.2194,9.2226,9.2198,9.2236,9.2091,9.2375,N/E
01/12/2001,9.1561,9.1613,9.1672,9.1475,9.1515,9.1478,9.1513,9.1438,9.1605,9.1506,9.1545,9.1508,9.1577,9.1383,9.1726,9.1537,9.1577,9.1539,9.1609,9.1414,9.1758,N/E
01/01/2002,9.1616,9.1627,9.1614,9.1539,9.1571,9.1522,9.1556,9.1470,9.1645,9.1569,9.1601,9.1605,9.1642,9.1442,9.1764,9.1601,9.1633,9.1637,9.1674,9.1474,9.1796,N/E
01/02/2002,9.0998,9.1006,9.1062,9.0891,9.0923,9.0910,9.0940,9.0876,9.0983,9.0925,9.0957,9.0943,9.0976,9.0827,9.1097,9.0957,9.0989,9.0975,9.1011,9.0871,9.1129,N/E
01/03/2002,9.0707,9.0771,9.0809,9.0660,9.0681,9.0631,9.0653,9.0624,9.0706,9.0689,9.0710,9.0663,9.0684,9.0619,9.0766,9.0717,9.0738,9.0690,9.0712,9.0647,9.0794,N/E
01/04/2002,9.1629,9.1467,9.1317,9.1569,9.1594,9.1576,9.1602,9.1545,9.1667,9.1585,9.1610,9.1648,9.1684,9.1509,9.1810,9.1602,9.1627,9.1664,9.1701,9.1530,9.1827,N/E
01/05/2002,9.5192,9.5063,9.4899,9.5143,9.5175,9.5119,9.5150,9.5058,9.5277,9.5165,9.5198,9.5180,9.5221,9.4997,9.5448,9.5187,9.5220,9.5202,9.5243,9.5023,9.5470,N/E
01/06/2002,9.7652,9.7502,9.7378,9.7580,9.7627,9.7566,9.7612,9.7479,9.7780,9.7603,9.7650,9.7623,9.7677,9.7406,9.7930,9.7626,9.7672,9.7646,9.7699,9.7419,9.7953,N/E
01/07/2002,9.7808,9.7882,9.7978,9.7758,9.7798,9.7743,9.7782,9.7679,9.7913,9.7780,9.7821,9.7823,9.7865,9.7595,9.8078,9.7805,9.7845,9.7847,9.7890,9.7619,9.8100,N/E
01/08/2002,9.8396,9.8339,9.8258,9.8361,9.8407,9.8327,9.8370,9.8266,9.8509,9.8383,9.8429,9.8385,9.8445,9.8182,9.8663,9.8405,9.8451,9.8407,9.8467,9.8202,9.8684,N/E
01/09/2002,10.0714,10.0554,10.0425,10.0703,10.0753,10.0643,10.0688,10.0583,10.0871,10.0727,10.0776,10.0695,10.0745,10.0461,10.1017,10.0750,10.0800,10.0718,10.0768,10.0482,10.1040,N/E
01/10/2002,10.0950,10.0983,10.0961,10.0872,10.0907,10.0891,10.0926,10.0814,10.1029,10.0897,10.0932,10.0863,10.0922,10.0698,10.1151,10.0924,10.0959,10.0890,10.0948,10.0722,10.1177,N/E
01/11/2002,10.1975,10.1979,10.2032,10.1885,10.1923,10.1893,10.1929,10.1817,10.2023,10.1914,10.1952,10.1892,10.1944,10.1770,10.2132,10.1945,10.1983,10.1928,10.1975,10.1798,10.2163,N/E
01/12/2002,10.2249,10.2103,10.1982,10.2146,10.2189,10.2173,10.2217,10.2108,10.2306,10.2176,10.2219,10.2264,10.2330,10.2015,10.2565,10.2205,10.2248,10.2293,10.2359,10.2045,10.2595,N/E
01/01/2003,10.6203,10.5991,10.5762,10.6127,10.6170,10.6105,10.6149,10.6002,10.6354,10.6159,10.6203,10.6383,10.6439,10.5887,10.6668,10.6192,10.6236,10.6416,10.6471,10.5920,10.6687,N/E
01/02/2003,10.9372,10.9306,10.9216,10.9291,10.9334,10.9266,10.9310,10.9180,10.9447,10.9333,10.9376,10.9309,10.9371,10.9092,10.9642,10.9367,10.9410,10.9354,10.9405,10.9128,10.9679,N/E
01/03/2003,10.9124,10.9246,10.9427,10.9213,10.9261,10.8989,10.9038,10.8907,10.9379,10.9248,10.9297,10.8997,10.9048,10.8674,10.9585,10.9284,10.9333,10.9032,10.9084,10.8709,10.9621,N/E
01/04/2003,10.5917,10.6162,10.6324,10.5834,10.5874,10.5838,10.5878,10.5742,10.5982,10.5866,10.5906,10.5756,10.5812,10.5557,10.6173,10.5901,10.5941,10.5791,10.5847,10.5592,10.6208,N/E
01/05/2003,10.2512,10.2494,10.2506,10.1605,10.1655,10.1789,10.1839,10.2326,10.2725,10.1615,10.1665,10.1815,10.1890,10.2183,10.2952,10.2541,10.2590,10.2570,10.2617,10.2197,10.2966,N/E
01/06/2003,10.5047,10.5000,10.4953,10.5076,10.5131,10.4945,10.5000,10.4858,10.5284,10.5095,10.5150,10.5019,10.5084,10.4575,10.5655,10.5114,10.5169,10.5038,10.5103,10.4594,10.5674,N/E
01/07/2003,10.4502,10.4464,10.4434,10.4466,10.4512,10.4409,10.4455,10.4318,10.4641,10.4484,10.4530,10.4572,10.4625,10.4234,10.4946,10.4503,10.4549,10.4588,10.4644,10.4252,10.4964,N/E
01/08/2003,10.7811,10.7562,10.7327,10.7767,10.7810,10.7757,10.7800,10.7710,10.7913,10.7783,10.7826,10.7941,10.7991,10.7580,10.8244,10.7797,10.7840,10.7956,10.8006,10.7595,10.8261,N/E
01/09/2003,10.9269,10.9285,10.9255,10.9214,10.9250,10.9222,10.9258,10.9103,10.9406,10.9227,10.9263,10.9274,10.9312,10.8946,10.9691,10.9240,10.9276,10.9288,10.9326,10.8961,10.9705,N/E
01/10/2003,11.1748,11.1731,11.1704,11.1637,11.1678,11.1675,11.1716,11.1372,11.2105,11.1658,11.1700,11.1684,11.1738,11.1394,11.2127,11.1678,11.1719,11.1703,11.1758,11.1413,11.2147,N/E
01/11/2003,11.1450,11.1268,11.1145,11.1395,11.1431,11.1322,11.1358,11.1294,11.1554,11.1417,11.1453,11.1424,11.1466,11.1192,11.1756,11.1443,11.1479,11.1449,11.1492,11.1216,11.1781,N/E
01/12/2003,11.2486,11.2563,11.2629,11.2518,11.2560,11.2394,11.2436,11.2369,11.2622,11.2537,11.2579,11.2464,11.2509,11.2277,11.2733,11.2555,11.2597,11.2480,11.2527,11.2292,11.2748,N/E
01/01/2004,10.9151,10.9253,10.9308,10.9170,10.9203,10.9090,10.9124,10.8988,10.9347,10.9186,10.9220,10.9220,10.9260,10.8867,10.9595,10.9201,10.9235,10.9235,10.9275,10.8882,10.9610,N/E
01/02/2004,11.0142,11.0121,11.0128,11.0151,11.0192,11.0096,11.0137,10.9986,11.0331,11.0166,11.0207,11.0238,11.0279,10.9898,11.0584,11.0179,11.0221,11.0253,11.0294,10.9912,11.0599,N/E
01/03/2004,11.0094,11.0044,10.9984,11.0065,11.0103,11.0024,11.0061,10.9951,11.0226,11.0080,11.0117,11.0095,11.0138,10.9840,11.0403,11.0093,11.0130,11.0110,11.0153,10.9855,11.0413,N/E
01/04/2004,11.2751,11.2633,11.2535,11.2693,11.2724,11.2692,11.2723,11.2581,11.2847,11.2709,11.2740,11.2785,11.2770,11.2523,11.3018,11.2726,11.2756,11.2770,11.2801,11.2539,11.3034,N/E
01/05/2004,11.5124,11.5122,11.5119,11.5024,11.5056,11.5085,11.5122,11.4954,11.5239,11.5037,11.5069,11.5128,11.5172,11.4865,11.5454,11.5051,11.5084,11.5142,11.5186,11.4879,11.5469,N/E
01/06/2004,11.3894,11.3843,11.3790,11.3848,11.3886,11.3823,11.3856,11.3739,11.4017,11.3862,11.3900,11.3912,11.3945,11.3698,11.4151,11.3875,11.3913,11.3926,11.3958,11.3711,11.4165,N/E
01/07/2004,11.4636,11.4690,11.4735,11.4533,11.4562,11.4591,11.4629,11.4464,11.4758,11.4548,11.4577,11.4582,11.4620,11.4413,11.4843,11.4562,11.4591,11.4596,11.4634,11.4427,11.4857,N/E
01/08/2004,11.3942,11.3954,11.3957,11.3863,11.3887,11.3900,11.3928,11.3809,11.4047,11.3876,11.3901,11.3881,11.3909,11.3777,11.4099,11.3890,11.3914,11.3895,11.3923,11.3790,11.4113,N/E
01/09/2004,11.4864,11.4860,11.4858,11.4823,11.4849,11.4833,11.4865,11.4750,11.4955,11.4838,11.4863,11.4818,11.4850,11.4714,11.5027,11.4854,11.4879,11.4834,11.4865,11.4730,11.5042,N/E
01/10/2004,11.3983,11.3911,11.3864,11.3989,11.4013,11.3914,11.3949,11.3845,11.4115,11.4004,11.4028,11.3899,11.3933,11.3756,11.4200,11.4018,11.4043,11.3913,11.3948,11.3770,11.4214,N/E
01/11/2004,11.3681,11.3819,11.3938,11.3641,11.3664,11.3661,11.3686,11.3564,11.3793,11.3655,11.3678,11.3635,11.3660,11.3497,11.3870,11.3672,11.3695,11.3652,11.3677,11.3513,11.3886,N/E
01/12/2004,11.2041,11.2079,11.2100,11.2010,11.2041,11.2001,11.2031,11.1902,11.2179,11.2026,11.2057,11.1962,11.1993,11.1796,11.2285,11.2040,11.2072,11.1977,11.2007,11.1811,11.2300,N/E
01/01/2005,11.2607,11.2577,11.2556,11.2463,11.2497,11.2546,11.2576,11.2418,11.2700,11.2477,11.2511,11.2573,11.2603,11.2329,11.2837,11.2491,11.2525,11.2588,11.2617,11.2343,11.2851,N/E
01/02/2005,11.1367,11.1426,11.1502,11.1326,11.1350,11.1316,11.1337,11.1244,11.1446,11.1340,11.1365,11.1324,11.1346,11.1210,11.1546,11.1355,11.1379,11.1339,11.1360,11.1224,11.1561,N/E
01/03/2005,11.1427,11.1386,11.1326,11.1408,11.1430,11.1354,11.1381,11.1281,11.1537,11.1423,11.1446,11.1420,11.1447,11.1218,11.1642,11.1440,11.1462,11.1437,11.1464,11.1235,11.1660,N/E
01/04/2005,11.1163,11.1208,11.1262,11.1160,11.1178,11.1116,11.1137,11.1034,11.1269,11.1175,11.1193,11.1107,11.1129,11.0975,11.1336,11.1188,11.1207,11.1121,11.1143,11.0988,11.1350,N/E
01/05/2005,10.9733,10.9809,10.9920,10.9717,10.9735,10.9689,10.9712,10.9633,10.9812,10.9731,10.9749,10.9646,10.9669,10.9563,10.9886,10.9745,10.9763,10.9660,10.9683,10.9577,10.9900,N/E
01/06/2005,10.8228,10.8292,10.8340,10.8209,10.8229,10.8182,10.8202,10.8090,10.8331,10.8223,10.8242,10.8164,10.8185,10.8055,10.8380,10.8238,10.8257,10.8179,10.8200,10.8070,10.8395,N/E
01/07/2005,10.6781,10.6862,10.6931,10.6803,10.6820,10.6739,10.6759,10.6656,10.6899,10.6819,10.6835,10.6741,10.6762,10.6586,10.6965,10.6832,10.6849,10.6755,10.6776,10.6600,10.6979,N/E
01/08/2005,10.6882,10.6798,10.6703,10.6792,10.6808,10.6863,10.6884,10.6712,10.6972,10.6806,10.6822,10.6882,10.6903,10.6654,10.7098,10.6819,10.6835,10.6895,10.6916,10.6668,10.7112,N/E
01/09/2005,10.7775,10.7780,10.7791,10.7696,10.7716,10.7730,10.7752,10.7606,10.7864,10.7712,10.7732,10.7775,10.7797,10.7547,10.7972,10.7728,10.7747,10.7791,10.7813,10.7562,10.7988,N/E
01/10/2005,10.8324,10.8327,10.8312,10.8295,10.8314,10.8293,10.8312,10.8205,10.8420,10.8309,10.8328,10.8377,10.8395,10.8167,10.8564,10.8323,10.8342,10.8391,10.8410,10.8181,10.8578,N/E
01/11/2005,10.6685,10.6778,10.6903,10.6642,10.6661,10.6679,10.6697,10.6598,10.6767,10.6658,10.6677,10.6626,10.6645,10.6524,10.6830,10.6673,10.6692,10.6642,10.6660,10.6539,10.6845,N/E
01/12/2005,10.6295,10.6268,10.6201,10.6218,10.6241,10.6227,10.6253,10.6100,10.6445,10.6234,10.6258,10.6261,10.6287,10.6058,10.6525,10.6251,10.6274,10.6277,10.6303,10.6074,10.6541,N/E
01/01/2006,10.5470,10.5557,10.5679,10.5449,10.5473,10.5434,10.5456,10.5350,10.5565,10.5463,10.5487,10.5488,10.5510,10.5326,10.5682,10.5476,10.5500,10.5502,10.5524,10.5340,10.5696,N/E
