"Tipo de información","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles"
"Fecha","SF17908","SF18561","SF329","SF17886","SF17887","SF17888","SF17889","SF17890","SF17891","SF17892","SF17893","SF17894","SF17895","SF17896","SF17897","SF17898","SF17899","SF17900","SF17901","SF17902","SF17903","SF345500"
01/02/2006,10.4833,10.4826,10.4813,10.4819,10.4839,10.4794,10.4812,10.4713,10.4930,10.4835,10.4856,10.4890,10.4908,10.4675,10.5036,10.4852,10.4872,10.4906,10.4924,10.4691,10.5053,N/E
01/03/2006,10.7468,10.7269,10.7061,10.7412,10.7429,10.7419,10.7436,10.7282,10.7578,10.7432,10.7448,10.7526,10.7543,10.7251,10.7739,10.7450,10.7467,10.7545,10.7562,10.7270,10.7758,N/E
01/04/2006,11.0421,11.0312,11.0206,11.0316,11.0342,11.0374,11.0398,11.0188,11.0574,11.0340,11.0366,11.0465,11.0489,11.0154,11.0735,11.0365,11.0390,11.0489,11.0513,11.0178,11.0759,N/E
01/05/2006,11.0923,11.0829,11.0758,11.0786,11.0807,11.0911,11.0939,11.0652,11.1116,11.0799,11.0820,11.0964,11.0992,11.0592,11.1259,11.0813,11.0834,11.0978,11.1005,11.0605,11.1273,N/E
01/06/2006,11.3913,11.3924,11.3864,11.3841,11.3871,11.3869,11.3901,11.3699,11.4042,11.3856,11.3886,11.3946,11.3978,11.3619,11.4195,11.3871,11.3902,11.3961,11.3993,11.3635,11.4211,N/E
01/07/2006,10.9858,11.0027,11.0268,10.9805,10.9828,10.9821,10.9848,10.9689,10.9992,10.9816,10.9838,10.9764,10.9790,10.9576,11.0110,10.9825,10.9848,10.9774,10.9800,10.9585,11.0120,N/E
01/08/2006,10.8720,10.8726,10.8739,10.8648,10.8678,10.8702,10.8724,10.8573,10.8824,10.8659,10.8688,10.8740,10.8762,10.8489,10.8928,10.8670,10.8700,10.8752,10.8774,10.8500,10.8939,N/E
01/09/2006,10.9853,10.9810,10.9722,10.9820,10.9841,10.9798,10.9825,10.9718,10.9954,10.9833,10.9853,10.9779,10.9806,10.9603,11.0065,10.9845,10.9865,10.9791,10.9818,10.9615,11.0077,N/E
01/10/2006,10.8971,10.9076,10.9201,10.8947,10.8967,10.8940,10.8960,10.8848,10.9073,10.8959,10.8979,10.8942,10.8962,10.8781,10.9120,10.8971,10.8992,10.8955,10.8974,10.8793,10.9132,N/E
01/11/2006,10.9177,10.9061,10.8948,10.9127,10.9149,10.9119,10.9142,10.9003,10.9263,10.9140,10.9162,10.9178,10.9201,10.8926,10.9382,10.9154,10.9176,10.9191,10.9215,10.8940,10.9396,N/E
01/12/2006,10.8479,10.8582,10.8650,10.8460,10.8476,10.8428,10.8456,10.8346,10.8578,10.8473,10.8490,10.8439,10.8467,10.8264,10.8666,10.8487,10.8503,10.8453,10.8481,10.8277,10.8679,N/E
01/01/2007,10.9529,10.9426,10.9344,10.9493,10.9510,10.9492,10.9516,10.9364,10.9631,10.9503,10.9520,10.9556,10.9580,10.9326,10.9786,10.9513,10.9529,10.9566,10.9590,10.9337,10.9796,N/E
01/02/2007,10.9998,10.9930,10.9880,10.9979,10.9999,10.9960,10.9981,10.9877,11.0112,10.9992,11.0012,10.9989,11.0010,10.9806,11.0181,11.0005,11.0026,11.0002,11.0024,10.9819,11.0195,N/E
01/03/2007,11.1139,11.1203,11.1250,11.1096,11.1114,11.1106,11.1123,11.0993,11.1239,11.1110,11.1128,11.1087,11.1105,11.0917,11.1329,11.1124,11.1142,11.1101,11.1119,11.0931,11.1343,N/E
01/04/2007,10.9806,10.9861,10.9924,10.9789,10.9805,10.9762,10.9776,10.9709,10.9880,10.9806,10.9822,10.9753,10.9768,10.9693,10.9930,10.9823,10.9839,10.9770,10.9784,10.9710,10.9947,N/E
01/05/2007,10.8167,10.8250,10.8301,10.8155,10.8167,10.8128,10.8144,10.8055,10.8229,10.8167,10.8179,10.8144,10.8160,10.8005,10.8306,10.8181,10.8193,10.8157,10.8173,10.8019,10.8319,N/E
01/06/2007,10.8350,10.8326,10.8338,10.8323,10.8336,10.8317,10.8334,10.8209,10.8472,10.8335,10.8349,10.8298,10.8315,10.8092,10.8568,10.8347,10.8361,10.8310,10.8326,10.8104,10.8579,N/E
01/07/2007,10.8109,10.8049,10.7963,10.8035,10.8053,10.8065,10.8082,10.7956,10.8185,10.8048,10.8065,10.8098,10.8115,10.7909,10.8271,10.8060,10.8077,10.8110,10.8128,10.7921,10.8284,N/E
01/08/2007,11.0456,11.0408,11.0363,11.0399,11.0419,11.0417,11.0436,11.0304,11.0554,11.0412,11.0432,11.0467,11.0486,11.0272,11.0674,11.0424,11.0444,11.0480,11.0500,11.0286,11.0687,N/E
01/09/2007,11.0315,11.0368,11.0450,11.0287,11.0303,11.0279,11.0295,11.0197,11.0402,11.0301,11.0317,11.0301,11.0317,11.0171,11.0459,11.0314,11.0330,11.0314,11.0330,11.0174,11.0471,N/E
01/10/2007,10.8231,10.8331,10.8418,10.8225,10.8237,10.8208,10.8221,10.8125,10.8309,10.8239,10.8252,10.8172,10.8184,10.8066,10.8380,10.8254,10.8267,10.8187,10.8199,10.8081,10.8395,N/E
01/11/2007,10.8866,10.8769,10.8658,10.8813,10.8826,10.8840,10.8852,10.8744,10.8948,10.8831,10.8844,10.8854,10.8866,10.8726,10.9016,10.8849,10.8862,10.8872,10.8883,10.8744,10.9033,N/E
01/12/2007,10.8484,10.8474,10.8494,10.8432,10.8444,10.8445,10.8456,10.8374,10.8514,10.8449,10.8461,10.8478,10.8490,10.8351,10.8593,10.8466,10.8478,10.8496,10.8507,10.8368,10.8610,N/E
01/01/2008,10.9100,10.9141,10.9171,10.9041,10.9053,10.9066,10.9081,10.8965,10.9156,10.9056,10.9069,10.9069,10.9083,10.8920,10.9218,10.9073,10.9086,10.9085,10.9100,10.8937,10.9235,N/E
01/02/2008,10.7665,10.7716,10.7794,10.7621,10.7632,10.7600,10.7615,10.7543,10.7710,10.7638,10.7649,10.7608,10.7623,10.7519,10.7760,10.7656,10.7667,10.7624,10.7640,10.7536,10.7776,N/E
01/03/2008,10.7313,10.7355,10.7346,10.7303,10.7320,10.7236,10.7252,10.7179,10.7372,10.7326,10.7343,10.7292,10.7309,10.7143,10.7470,10.7350,10.7367,10.7315,10.7332,10.7166,10.7494,N/E
01/04/2008,10.5154,10.5217,10.5295,10.5095,10.5112,10.5132,10.5144,10.5026,10.5219,10.5123,10.5135,10.5126,10.5147,10.4982,10.5286,10.5139,10.5156,10.5151,10.5166,10.5007,10.5297,N/E
01/05/2008,10.4352,10.4437,10.4542,10.4329,10.4342,10.4324,10.4337,10.4228,10.4420,10.4350,10.4364,10.4326,10.4338,10.4208,10.4472,10.4370,10.4384,10.4346,10.4358,10.4228,10.4492,N/E
01/06/2008,10.3292,10.3303,10.3305,10.3257,10.3273,10.3228,10.3240,10.3161,10.3368,10.3277,10.3293,10.3272,10.3284,10.3134,10.3462,10.3297,10.3313,10.3292,10.3305,10.3154,10.3482,N/E
01/07/2008,10.2155,10.2273,10.2390,10.2104,10.2117,10.2096,10.2109,10.2039,10.2205,10.2125,10.2138,10.2061,10.2074,10.1962,10.2303,10.2145,10.2158,10.2081,10.2095,10.1982,10.2324,N/E
01/08/2008,10.1095,10.0976,10.0906,10.1044,10.1058,10.1058,10.1071,10.0926,10.1175,10.1068,10.1082,10.1071,10.1085,10.0846,10.1349,10.1091,10.1104,10.1094,10.1107,10.0869,10.1371,N/E
01/09/2008,10.6437,10.6105,10.5744,10.6247,10.6267,10.6401,10.6431,10.6106,10.6607,10.6267,10.6287,10.6489,10.6519,10.6059,10.6830,10.6286,10.6306,10.6510,10.6540,10.6079,10.6851,N/E
01/10/2008,12.6314,12.5561,12.4738,12.5881,12.5993,12.6290,12.6407,12.4727,12.7869,12.5921,12.6033,12.6193,12.6312,12.4434,12.8199,12.5961,12.6073,12.6233,12.6352,12.4474,12.8238,N/E
01/11/2008,13.1140,13.0818,13.0609,13.0571,13.0659,13.1094,13.1225,13.0220,13.1752,13.0627,13.0714,13.1008,13.1146,13.0082,13.2193,13.0682,13.0769,13.1063,13.1201,13.0138,13.2248,N/E
01/12/2008,13.4226,13.3983,13.3726,13.4180,13.4273,13.4123,13.4214,13.3547,13.4780,13.4231,13.4324,13.4202,13.4293,13.3581,13.5145,13.4286,13.4379,13.4257,13.4348,13.3636,13.5199,N/E
01/01/2009,13.8921,13.8694,13.8492,13.8784,13.8869,13.8786,13.8869,13.8475,13.9364,13.8845,13.8929,13.8768,13.8851,13.8230,13.9705,13.8893,13.8977,13.8815,13.8899,13.8278,13.9753,N/E
01/02/2009,14.5966,14.5566,14.5180,14.5646,14.5721,14.5908,14.5999,14.5415,14.6361,14.5698,14.5774,14.6023,14.6114,14.5354,14.6822,14.5738,14.5813,14.6063,14.6154,14.5394,14.6862,N/E
01/03/2009,14.6695,14.7132,14.7393,14.6499,14.6575,14.6534,14.6618,14.6042,14.7159,14.6545,14.6621,14.6552,14.6637,14.5738,14.7398,14.6592,14.6667,14.6599,14.6683,14.5784,14.7444,N/E
01/04/2009,13.4367,13.4521,13.4890,13.4452,13.4502,13.4195,13.4261,13.3874,13.4905,13.4501,13.4551,13.4295,13.4361,13.3604,13.5240,13.4548,13.4598,13.4342,13.4408,13.3651,13.5287,N/E
01/05/2009,13.1621,13.1960,13.2167,13.1509,13.1572,13.1495,13.1559,13.1105,13.1991,13.1540,13.1603,13.1593,13.1658,13.0997,13.2188,13.1572,13.1635,13.1625,13.1690,13.1029,13.2220,N/E
01/06/2009,13.3418,13.3415,13.3439,13.3291,13.3347,13.3405,13.3454,13.3066,13.3718,13.3320,13.3376,13.3341,13.3390,13.2918,13.3885,13.3347,13.3403,13.3370,13.3419,13.2947,13.3913,N/E
01/07/2009,13.3654,13.3637,13.3619,13.3515,13.3568,13.3529,13.3586,13.3284,13.3873,13.3541,13.3594,13.3712,13.3770,13.3203,13.4149,13.3574,13.3626,13.3743,13.3800,13.3234,13.4180,N/E
01/08/2009,13.0080,13.0032,13.0015,13.0032,13.0076,13.0031,13.0073,12.9793,13.0296,13.0055,13.0099,13.0123,13.0166,12.9691,13.0504,13.0075,13.0119,13.0144,13.0186,12.9712,13.0524,N/E
01/09/2009,13.4212,13.4126,13.3987,13.4099,13.4144,13.4114,13.4164,13.3820,13.4462,13.4124,13.4169,13.4209,13.4259,13.3685,13.4693,13.4148,13.4193,13.4233,13.4284,13.3709,13.4718,N/E
01/10/2009,13.2257,13.2413,13.2626,13.2162,13.2205,13.2316,13.2365,13.1945,13.2509,13.2187,13.2230,13.2263,13.2312,13.1682,13.2821,13.2213,13.2256,13.2289,13.2338,13.1707,13.2847,N/E
01/11/2009,13.1094,13.1216,13.1305,13.0986,13.1029,13.1046,13.1095,13.0737,13.1363,13.1011,13.1054,13.0980,13.1029,13.0575,13.1562,13.1038,13.1081,13.1008,13.1056,13.0602,13.1589,N/E
01/12/2009,12.8631,12.8563,12.8504,12.8473,12.8517,12.8568,12.8614,12.8297,12.8875,12.8497,12.8541,12.8495,12.8542,12.8098,12.9070,12.8532,12.8575,12.8524,12.8570,12.8137,12.9087,N/E
01/01/2010,12.8019,12.8047,12.8070,12.8010,12.8046,12.8040,12.8080,12.7737,12.8284,12.8034,12.8070,12.8082,12.8122,12.7597,12.8520,12.8058,12.8094,12.8106,12.8146,12.7621,12.8544,N/E
01/02/2010,12.9424,12.9547,12.9624,12.9407,12.9447,12.9278,12.9317,12.9210,12.9692,12.9430,12.9470,12.9333,12.9371,12.9038,12.9822,12.9453,12.9493,12.9356,12.9395,12.9061,12.9845,N/E
01/03/2010,12.5737,12.5939,12.6138,12.5664,12.5687,12.5645,12.5671,12.5519,12.5841,12.5688,12.5711,12.5643,12.5670,12.5455,12.5941,12.5712,12.5735,12.5668,12.5694,12.5480,12.5966,N/E
01/04/2010,12.2302,12.2336,12.2420,12.2234,12.2257,12.2206,12.2230,12.2033,12.2505,12.2254,12.2277,12.2215,12.2238,12.1938,12.2688,12.2275,12.2298,12.2236,12.2259,12.1958,12.2709,N/E
01/05/2010,12.7428,12.7118,12.6826,12.7251,12.7291,12.7478,12.7526,12.6871,12.8125,12.7274,12.7313,12.7472,12.7520,12.6719,12.8230,12.7296,12.7336,12.7494,12.7542,12.6741,12.8252,N/E
01/06/2010,12.7193,12.7225,12.7234,12.7180,12.7217,12.7224,12.7262,12.6883,12.7542,12.7201,12.7238,12.7244,12.7281,12.6815,12.7645,12.7222,12.7258,12.7265,12.7302,12.6836,12.7666,N/E
01/07/2010,12.8189,12.8279,12.8341,12.8106,12.8137,12.8162,12.8195,12.7861,12.8463,12.8128,12.8160,12.8169,12.8203,12.7808,12.8601,12.8147,12.8179,12.8192,12.8226,12.7831,12.8624,N/E
01/08/2010,12.7695,12.7457,12.7261,12.7656,12.7681,12.7698,12.7723,12.7385,12.8055,12.7675,12.7699,12.7724,12.7749,12.7324,12.8130,12.7695,12.7719,12.7744,12.7769,12.7344,12.8150,N/E
01/09/2010,12.7997,12.8281,12.8610,12.7948,12.7976,12.7961,12.7990,12.7710,12.8186,12.7972,12.7999,12.8009,12.8038,12.7723,12.8318,12.7992,12.8020,12.8034,12.8063,12.7748,12.8343,N/E
01/10/2010,12.4374,12.4498,12.4535,12.4309,12.4335,12.4371,12.4396,12.4088,12.4616,12.4331,12.4356,12.4390,12.4415,12.4042,12.4745,12.4353,12.4378,12.4413,12.4439,12.4065,12.4768,N/E
01/11/2010,12.3391,12.3327,12.3251,12.3246,12.3272,12.3291,12.3316,12.3124,12.3562,12.3272,12.3297,12.3315,12.3341,12.3047,12.3724,12.3303,12.3329,12.3347,12.3373,12.3079,12.3756,N/E
01/12/2010,12.3885,12.3936,12.4011,12.3763,12.3789,12.3893,12.3922,12.3679,12.4057,12.3782,12.3808,12.3908,12.3937,12.3658,12.4144,12.3804,12.3829,12.3931,12.3960,12.3682,12.4168,N/E
01/01/2011,12.1258,12.1353,12.1477,12.1179,12.1204,12.1196,12.1222,12.1021,12.1446,12.1201,12.1225,12.1224,12.1251,12.0926,12.1541,12.1221,12.1245,12.1246,12.1272,12.0947,12.1563,N/E
01/02/2011,12.0703,12.0727,12.0726,12.0639,12.0663,12.0625,12.0644,12.0431,12.0881,12.0662,12.0686,12.0654,12.0674,12.0444,12.0955,12.0684,12.0708,12.0677,12.0696,12.0467,12.0978,N/E
01/03/2011,11.9992,12.0082,12.0173,11.9944,11.9963,11.9916,11.9935,11.9790,12.0148,11.9966,11.9984,11.9931,11.9951,11.9729,12.0258,11.9986,12.0005,11.9953,11.9973,11.9751,12.0280,N/E
01/04/2011,11.7184,11.7384,11.7584,11.7136,11.7154,11.7006,11.7022,11.6976,11.7316,11.7159,11.7177,11.7031,11.7048,11.6907,11.7380,11.7179,11.7197,11.7054,11.7071,11.6930,11.7404,N/E
01/05/2011,11.6533,11.6510,11.6479,11.6437,11.6454,11.6458,11.6478,11.6307,11.6707,11.6457,11.6474,11.6471,11.6490,11.6245,11.6805,11.6476,11.6493,11.6491,11.6511,11.6265,11.6826,N/E
01/06/2011,11.8060,11.7994,11.7920,11.8053,11.8070,11.8016,11.8033,11.7862,11.8224,11.8071,11.8088,11.8033,11.8050,11.7833,11.8323,11.8089,11.8107,11.8051,11.8068,11.7851,11.8341,N/E
01/07/2011,11.6726,11.6716,11.6760,11.6708,11.6725,11.6649,11.6669,11.6503,11.6926,11.6721,11.6738,11.6665,11.6684,11.6472,11.7015,11.6736,11.6752,11.6679,11.6699,11.6487,11.7029,N/E
01/08/2011,12.2319,12.2056,12.1707,12.2200,12.2226,12.2318,12.2348,12.1917,12.2764,12.2216,12.2242,12.2355,12.2385,12.1843,12.2948,12.2232,12.2258,12.2372,12.2402,12.1860,12.2965,N/E
01/09/2011,13.0445,12.9754,12.9291,13.0333,13.0373,13.0625,13.0664,12.9972,13.1010,13.0367,13.0407,13.0615,13.0654,12.9937,13.1184,13.0390,13.0430,13.0642,13.0681,12.9965,13.1211,N/E
01/10/2011,13.4350,13.4645,13.4808,13.4336,13.4378,13.4403,13.4446,13.3784,13.5002,13.4351,13.4394,13.4362,13.4405,13.3634,13.5151,13.4374,13.4416,13.4385,13.4427,13.3657,13.5173,N/E
01/11/2011,13.6993,13.6778,13.6358,13.6853,13.6899,13.7073,13.7128,13.6616,13.7304,13.6884,13.6931,13.7121,13.7175,13.6517,13.7605,13.6908,13.6955,13.7151,13.7205,13.6547,13.7635,N/E
01/12/2011,13.7689,13.7528,13.7516,13.7451,13.7494,13.7747,13.7792,13.7307,13.7899,13.7477,13.7520,13.7774,13.7818,13.7304,13.8101,13.7499,13.7542,13.7799,13.7843,13.7329,13.8125,N/E
01/01/2012,13.4178,13.4605,13.5047,13.4141,13.4181,13.3955,13.3991,13.3906,13.4477,13.4161,13.4201,13.3983,13.4019,13.3741,13.4525,13.4184,13.4224,13.4006,13.4042,13.3764,13.4548,N/E
01/02/2012,12.7831,12.7940,12.8014,12.7824,12.7857,12.7872,12.7901,12.7525,12.8135,12.7841,12.7874,12.7883,12.7912,12.7507,12.8224,12.7858,12.7891,12.7903,12.7932,12.7527,12.8244,N/E
01/03/2012,12.7567,12.7557,12.7561,12.7533,12.7560,12.7384,12.7415,12.7284,12.7791,12.7551,12.7578,12.7406,12.7437,12.7229,12.7885,12.7572,12.7599,12.7428,12.7459,12.7251,12.7907,N/E
01/04/2012,13.0697,13.0599,13.0512,13.0625,13.0653,13.0597,13.0624,13.0367,13.0985,13.0652,13.0680,13.0626,13.0654,13.0315,13.1090,13.0675,13.0703,13.0649,13.0677,13.0338,13.1113,N/E
01/05/2012,13.6634,13.6038,13.5556,13.6428,13.6458,13.6638,13.6670,13.6238,13.6957,13.6454,13.6484,13.6662,13.6695,13.6225,13.7054,13.6476,13.6506,13.6687,13.6719,13.6250,13.7079,N/E
01/06/2012,13.9192,13.9619,13.9820,13.9119,13.9152,13.9025,13.9058,13.8678,13.9532,13.9143,13.9176,13.9059,13.9093,13.8611,13.9690,13.9161,13.9194,13.9078,13.9112,13.8630,13.9709,N/E
01/07/2012,13.3661,13.3718,13.3894,13.3542,13.3575,13.3584,13.3616,13.3341,13.3981,13.3561,13.3593,13.3579,13.3611,13.3209,13.4042,13.3579,13.3611,13.3597,13.3629,13.3228,13.4060,N/E
01/08/2012,13.1845,13.1857,13.1790,13.1857,13.1887,13.1762,13.1788,13.1521,13.2168,13.1887,13.1918,13.1796,13.1823,13.1480,13.2226,13.1905,13.1936,13.1815,13.1841,13.1498,13.2244,N/E
01/09/2012,12.9394,12.9588,12.9871,12.9392,12.9419,12.9233,12.9256,12.9162,12.9557,12.9415,12.9442,12.9283,12.9306,12.9081,12.9695,12.9435,12.9462,12.9303,12.9327,12.9101,12.9714,N/E
01/10/2012,12.8910,12.8814,12.8728,12.8777,12.8800,12.8927,12.8951,12.8646,12.9102,12.8802,12.8825,12.8954,12.8979,12.8627,12.9231,12.8827,12.8850,12.8982,12.9006,12.8654,12.9257,N/E
01/11/2012,13.0746,13.0828,13.0872,13.0619,13.0645,13.0603,13.0628,13.0492,13.0877,13.0671,13.0697,13.0650,13.0675,13.0453,13.0978,13.0698,13.0723,13.0683,13.0713,13.0485,13.1011,N/E
01/12/2012,12.8705,12.8684,12.8670,12.8643,12.8668,12.8646,12.8670,12.8499,12.8829,12.8673,12.8698,12.8681,12.8705,12.8406,12.9039,12.8694,12.8720,12.8705,12.8729,12.8430,12.9063,N/E
01/01/2013,12.6990,12.7107,12.7219,12.6901,12.6923,12.6884,12.6907,12.6785,12.7128,12.6925,12.6947,12.6914,12.6937,12.6722,12.7206,12.6946,12.6969,12.6937,12.6960,12.6745,12.7230,N/E
01/02/2013,12.7229,12.7192,12.7144,12.7130,12.7151,12.7105,12.7127,12.6976,12.7363,12.7164,12.7185,12.7137,12.7159,12.6890,12.7483,12.7189,12.7211,12.7164,12.7186,12.6916,12.7509,N/E
01/03/2013,12.5247,12.5480,12.5745,12.5228,12.5247,12.5128,12.5146,12.5013,12.5411,12.5258,12.5277,12.5160,12.5178,12.4966,12.5496,12.5282,12.5300,12.5186,12.5204,12.4990,12.5521,N/E
01/04/2013,12.2050,12.2148,12.2249,12.1966,12.1987,11.7470,12.2033,12.1792,12.2284,12.1989,12.2010,12.2039,12.2059,12.1732,12.2423,12.2006,12.2026,12.2057,12.2078,12.1750,12.2441,N/E
01/05/2013,12.3115,12.2816,12.2522,12.3017,12.3042,12.3095,12.3118,12.2721,12.3401,12.3048,12.3072,12.3129,12.3152,12.2673,12.3563,12.3065,12.3090,12.3151,12.3174,12.2695,12.3585,N/E
01/06/2013,12.9596,12.9484,12.9361,12.9491,12.9523,12.9488,12.9520,12.9149,12.9963,12.9531,12.9563,12.9519,12.9551,12.9001,13.0153,12.9558,12.9590,12.9547,12.9579,12.9028,13.0180,N/E
01/07/2013,12.7659,12.7737,12.7851,12.2575,12.2610,12.2549,12.2586,12.2347,12.2850,12.6356,12.6392,12.6326,12.6363,12.6026,12.6785,12.7628,12.7663,12.7600,12.7637,12.7300,12.8059,N/E
01/08/2013,12.9178,12.8953,12.8704,12.9116,12.9151,12.9219,12.9255,12.8816,12.9463,12.9144,12.9179,12.9246,12.9282,12.8700,12.9685,12.9164,12.9200,12.9268,12.9304,12.8721,12.9706,N/E
01/09/2013,13.0759,13.0842,13.0925,13.0632,13.0667,13.0631,13.0663,13.0333,13.1036,13.0653,13.0688,13.0666,13.0698,13.0250,13.1173,13.0673,13.0707,13.0686,13.0718,13.0270,13.1193,N/E
01/10/2013,12.9992,13.0065,13.0187,12.9949,12.9980,12.9900,12.9931,12.9684,13.0267,12.9979,13.0010,12.9928,12.9959,12.9567,13.0443,13.0002,13.0033,12.9951,12.9982,12.9591,13.0466,N/E
01/11/2013,13.0796,13.0744,13.0634,13.0722,13.0760,13.0740,13.0778,13.0517,13.1041,13.0755,13.0793,13.0768,13.0806,13.0399,13.1199,13.0781,13.0819,13.0794,13.0832,13.0425,13.1225,N/E
01/12/2013,13.0076,13.0088,13.0098,12.9972,13.0011,13.0007,13.0046,12.9797,13.0264,12.9997,13.0036,13.0021,13.0060,12.9731,13.0424,13.0017,13.0056,13.0044,13.0083,12.9754,13.0447,N/E
01/01/2014,13.2230,13.2097,13.1981,13.2095,13.2131,13.2129,13.2164,13.1930,13.2455,13.2125,13.2161,13.2152,13.2187,13.1865,13.2597,13.2144,13.2181,13.2172,13.2207,13.1885,13.2618,N/E
01/02/2014,13.2808,13.2881,13.2888,13.2780,13.2815,13.2696,13.2730,13.2557,13.3014,13.2807,13.2842,13.2733,13.2767,13.2470,13.3104,13.2825,13.2860,13.2750,13.2784,13.2488,13.3122,N/E
01/03/2014,13.1951,13.2042,13.2154,13.1877,13.1910,13.1960,13.1992,13.1751,13.2038,13.1898,13.1931,13.1984,13.2016,13.1697,13.2210,13.1917,13.1949,13.2004,13.2036,13.1718,13.2230,N/E
01/04/2014,13.0708,13.0691,13.0681,12.8175,12.8202,12.8132,12.8159,12.8084,12.8361,12.9427,12.9454,12.9383,12.9410,12.9248,12.9705,13.0666,13.0693,13.0623,13.0650,13.0488,13.0945,N/E
01/05/2014,12.9247,12.9356,12.9479,12.9190,12.9216,12.9163,12.9190,12.9113,12.9363,12.9220,12.9247,12.9194,12.9222,12.9061,12.9430,12.9240,12.9267,12.9215,12.9242,12.9082,12.9450,N/E
01/06/2014,12.9958,12.9905,12.9832,12.9858,12.9882,12.9869,12.9893,12.9805,13.0059,12.9883,12.9907,12.9902,12.9927,12.9752,13.0159,12.9900,12.9924,12.9921,12.9945,12.9771,13.0178,N/E
01/07/2014,12.9904,12.9793,12.9734,12.9855,12.9876,12.9833,12.9854,12.9750,13.0002,12.9872,12.9892,12.9854,12.9875,12.9733,13.0079,12.9890,12.9911,12.9873,12.9894,12.9753,13.0099,N/E
01/08/2014,13.1406,13.1478,13.1490,13.1301,13.1322,13.1389,13.1411,13.1225,13.1490,13.1324,13.1345,13.1414,13.1436,13.1198,13.1609,13.1340,13.1361,13.1430,13.1452,13.1214,13.1624,N/E
01/09/2014,13.2352,13.2182,13.2002,13.2276,13.2296,13.2335,13.2355,13.2128,13.2503,13.2299,13.2319,13.2358,13.2378,13.2116,13.2608,13.2320,13.2340,13.2378,13.2398,13.2137,13.2629,N/E
01/10/2014,13.4763,13.4743,13.4768,13.0242,13.0265,13.0304,13.0326,13.0109,13.0459,13.2482,13.2505,13.2548,13.2569,13.2268,13.2846,13.4718,13.4742,13.4785,13.4807,13.4505,13.5083,N/E
01/11/2014,13.6216,13.5995,13.5819,13.6145,13.6165,13.6214,13.6237,13.5962,13.6319,13.6169,13.6189,13.6241,13.6264,13.5941,13.6507,13.6189,13.6209,13.6261,13.6284,13.5962,13.6527,N/E
01/12/2014,14.5129,14.4727,14.4266,14.4945,14.4978,14.5124,14.5162,14.4766,14.5430,14.4968,14.5001,14.5140,14.5178,14.4610,14.5617,14.4985,14.5019,14.5160,14.5198,14.4630,14.5637,N/E
01/01/2015,14.6926,14.6808,14.6757,14.6833,14.6870,14.6859,14.6896,14.6561,14.7231,14.6863,14.6900,14.6908,14.6946,14.6504,14.7373,14.6880,14.6917,14.6927,14.6964,14.6522,14.7392,N/E
01/02/2015,14.9213,14.9231,14.9167,14.9225,14.9270,14.9077,14.9123,14.8883,14.9568,14.9254,14.9298,14.9106,14.9152,14.8744,14.9686,14.9285,14.9329,14.9138,14.9184,14.8776,14.9718,N/E
01/03/2015,15.2283,15.2136,15.2003,15.2108,15.2152,15.2230,15.2277,15.1909,15.2541,15.2143,15.2187,15.2253,15.2300,15.1705,15.2751,15.2165,15.2209,15.2276,15.2323,15.1728,15.2774,N/E
01/04/2015,15.2262,15.2208,15.2228,15.2167,15.2209,15.2272,15.2314,15.1819,15.2594,15.2188,15.2230,15.2316,15.2358,15.1765,15.2714,15.2209,15.2251,15.2338,15.2380,15.1787,15.2737,N/E
01/05/2015,15.2645,15.2640,15.2555,15.2637,15.2675,15.2549,15.2587,15.2285,15.2936,15.2665,15.2703,15.2570,15.2608,15.2170,15.3016,15.2683,15.2721,15.2591,15.2629,15.2191,15.3037,N/E
01/06/2015,15.4830,15.4692,15.4562,15.4716,15.4757,15.4759,15.4798,15.4515,15.5015,15.4739,15.4780,15.4784,15.4823,15.4420,15.5161,15.4758,15.4799,15.4803,15.4842,15.4439,15.5180,N/E
01/07/2015,15.9396,15.9225,15.8881,15.6999,15.7036,15.7071,15.7109,15.6792,15.7324,15.8158,15.8196,15.8237,15.8275,15.7800,15.8591,15.9313,15.9351,15.9392,15.9430,15.8955,15.9746,N/E
01/08/2015,16.5368,16.5032,16.4880,16.5598,16.5635,16.5568,16.5608,16.5153,16.5951,16.5628,16.5665,16.5590,16.5630,16.5045,16.6143,16.5417,16.5454,16.5420,16.5459,16.4865,16.5953,N/E
01/09/2015,16.8578,16.8519,16.8372,16.8409,16.8455,16.8486,16.8533,16.7990,16.8906,16.8441,16.8487,16.8522,16.8569,16.7926,16.9229,16.8464,16.8510,16.8546,16.8593,16.7950,16.9253,N/E
01/10/2015,16.5640,16.5813,16.6020,16.5650,16.5693,16.5689,16.5731,16.5176,16.5993,16.5683,16.5725,16.5744,16.5787,16.5168,16.6231,16.5705,16.5747,16.5767,16.5810,16.5191,16.6254,N/E
01/11/2015,16.6357,16.6325,16.6348,16.6194,16.6237,16.6265,16.6310,16.6032,16.6636,16.6232,16.6275,16.6297,16.6342,16.5967,16.6715,16.6257,16.6301,16.6323,16.6367,16.5992,16.6741,N/E
